gene1,gene2,statistic,pvalue
CDK18,PLD1,0.8751419542396208,8.944165640018375e-05
CDK18,PLXNB3,0.9132027369466028,1.3056860672047654e-05
CDK18,PPP1R14A,0.900068895977017,2.761498270235565e-05
CDK18,PRR18,0.8888326217014857,4.852690084780519e-05
CDK18,RNF125,0.868538811032786,0.0001171906231785
CDK18,RTKN,0.8510924745592835,0.0002245441079877
CDK18,S1PR5,0.912110957523132,1.3956048655794596e-05
CDK18,SH3TC2-DT,0.8521022348862571,0.0002167376275581
CDK18,SLC45A3,0.942953147919347,1.3760380203860949e-06
CDK18,SLC5A11,0.9667262823783538,7.428803679793875e-08
CDK18,SLC6A9,0.9246185985269912,6.148260953777963e-06
CDK18,SMIM5,0.924664804641398,6.128117057700724e-06
CDK18,ST18,0.9316778006336892,3.629880933838551e-06
CDK18,TF,0.9493362032188584,7.254098788007515e-07
CDK18,TGFA,0.9078966250356928,1.7907181697120782e-05
CDK18,TMEM125,0.943616580390362,1.2919620540683338e-06
CDK18,TMEM235,0.9431170391977924,1.3548673937239052e-06
CDK18,TMEM63A,0.9509573580150544,6.08511630618938e-07
CDK18,TMEM88B,0.9400635309874388,1.7956145291901884e-06
CDK18,TRIM59,0.9606250830931944,1.853331835942662e-07
CDK18,TYMS,0.8986524707943079,2.975397958189999e-05
CDK18,UGT8,0.9165852451255578,1.0562896582602776e-05
CEDORA,CLCA4,0.8606244187439763,0.0001590853027654
CEDORA,GIPR,0.915906469819852,1.1029643103604252e-05
CEDORA,HOXD1,0.8731003753227488,9.7388319101965e-05
CEDORA,LINC00639,0.8665594179974043,0.0001267259367355
CEDORA,LINC03013,0.8895760345308259,4.683790608229269e-05
CEDORA,LOC105371366,1.0,0.0
CEDORA,LRRC63,0.8833657086213251,6.250634242541841e-05
CEDORA,LURAP1L-AS1,0.8659958189524638,0.000129551242917
CEDORA,RNF125,0.8583126056172429,0.0001733422311042
CEDORA,SMIM5,0.8677775593555771,0.0001207874233808
CEDORA,TBX19,0.8858792629761479,5.5726224568308734e-05
CFAP95,PARP15,0.8580688104681572,0.0001749031583376
CFAP95,TREML1,0.8762978323493453,8.517806726239694e-05
CFAP95,XIRP1,0.9088462412116616,1.6946727522074648e-05
CFI,LTF,0.8758863985426478,8.667661674607874e-05
CFI,SCIN,0.8627399087967657,0.0001468737305475
CFI,TOP2A,0.8775058389908458,8.089760268993317e-05
CIMIP2B,CSF2RA,0.8726501137439721,9.921462198787988e-05
CIMIP2B,DLX3,0.8893397539405667,4.7369525675997394e-05
CIMIP2B,GPR34,0.9078744750900124,1.793009631328818e-05
CIMIP2B,KIF18B,0.9190859266070877,8.978728095161454e-06
CIMIP2B,LILRB4,0.8612621440298895,0.0001553218968489
CIMIP2B,LINC01736,0.9010912301922304,2.614937737367621e-05
CIMIP2B,LPCAT2,0.8618160292810388,0.0001521111938363
CIMIP2B,TSPAN2,0.8955014218979843,3.499184728375726e-05
CLCA4,CNTN2,0.8869135308808246,5.311378998238359e-05
CLCA4,COL4A5,0.8817025585911082,6.734477406185621e-05
CLCA4,DEPDC7,0.8808422601463022,6.99626936671914e-05
CLCA4,DMRTA2,0.8857868213565421,5.5964645157125736e-05
CLCA4,DOCK10,0.8585115078948454,0.0001720769790704
CLCA4,ENPP2,0.9337823232553236,3.068636016608377e-06
CLCA4,ERBB3,0.8570899280520706,0.0001812837688018
CLCA4,EVI2A,0.8829364848594304,6.372746898766005e-05
CLCA4,FA2H,0.8906836946035956,4.440916263073362e-05
CLCA4,FFAR1,0.8914205419824688,4.285026164820543e-05
CLCA4,FRMD4B,0.900514160931679,2.6968750945574827e-05
CLCA4,GAL3ST1,0.9003084488560864,2.7265780588164745e-05
CLCA4,GIPR,0.9325495846919098,3.388113299095584e-06
CLCA4,GJB1,0.9327718793458062,3.32859925668022e-06
CLCA4,GLDN,0.8668373989499808,0.0001253506656604
CLCA4,GPR62,0.9043978918775484,2.1831393862131005e-05
CLCA4,HAGLR,0.9611730598045016,1.7176614160682233e-07
CLCA4,HOXD1,0.965879052462324,8.516630055508827e-08
CLCA4,ICOSLG,0.8510111430683892,0.0002251824897564
CLCA4,KLK6,0.923487325725272,6.658388973061077e-06
CLCA4,LDB3,0.8875982423138364,5.14390127710332e-05
CLCA4,LINC00639,0.9333875962811448,3.1681580363804917e-06
CLCA4,LINC01978,0.9084107319333568,1.7381916244579755e-05
CLCA4,LINC01992,0.8866203690033496,5.384408821917208e-05
CLCA4,LINC03013,0.9130950581027526,1.314341101526408e-05
CLCA4,LOC102723996,0.8510111430683892,0.0002251824897564
CLCA4,LOC105371366,0.8606244187439763,0.0001590853027654
CLCA4,LRRC63,0.884082523140151,6.050888858346911e-05
CLCA4,MOG,0.8748536393099126,9.053129095269436e-05
CLCA4,MYRF,0.8654538100411571,0.000132315540817
CLCA4,NINJ2,0.9035637180011667,2.2862130513253995e-05
CLCA4,NIPAL4,0.941173242883589,1.6237262894564724e-06
CLCA4,PACC1,0.9054995477907009,2.0527792985460897e-05
CLCA4,PLXNB3,0.887911108055016,5.068799259773105e-05
CLCA4,PPP1R14A,0.85974190917899,0.0001644128399758
CLCA4,SLC45A3,0.8875979813134718,5.1439642994815256e-05
CLCA4,SLC5A11,0.9466255680897596,9.611512246431645e-07
CLCA4,SLC6A9,0.8679172517273323,0.0001201208785195
CLCA4,ST18,0.88726489644297,5.224898841832769e-05
CLCA4,TF,0.9030973787455896,2.345519637544056e-05
CLCA4,TGFA,0.8819428292253757,6.662782422611368e-05
CLCA4,TMEM125,0.8843375413048725,5.981073185807444e-05
CLCA4,TMEM235,0.9209420061010825,7.931727669367635e-06
CLCA4,TMEM63A,0.8808009018695627,7.009057156516579e-05
CLCA4,TMEM88B,0.8973585710106907,3.18224696948537e-05
CLCA4,TRIM59,0.949492305834402,7.134179907106274e-07
CLCA4,UGT8,0.9023271130090528,2.44618417259741e-05
CLEC17A,IGSF6,0.8574730233269391,0.0001787649360853
CLEC17A,LOC124901612,0.9212164138165104,7.78568018618172e-06
CLEC17A,LOC400627,0.8741652511646308,9.317591586796984e-05
CLEC17A,OVOS2,0.9043487626563802,2.189104374457768e-05
CLEC17A,PARP15,0.9215170993137332,7.628147805999006e-06
CLEC17A,SYNGR4,0.8697708333443639,0.0001115512291212
CLEC19A,GPIHBP1,0.8606559705254789,0.0001588974130017
CLEC19A,TMEM233,0.884720476322614,5.877452129057365e-05
CMTM5,CNTN2,0.8577937346148444,0.0001766777951279
CMTM5,COL4A5,0.8880435095792579,5.037282951725317e-05
CMTM5,ENPP2,0.8511713637082595,0.0002239262734389
CMTM5,ERBB3,0.968326687879915,5.6821907760478016e-08
CMTM5,EVI2A,0.8993818828186874,2.863644970985606e-05
CMTM5,FA2H,0.8859532694741781,5.553593845637768e-05
CMTM5,FFAR1,0.8820864727687515,6.62021318510108e-05
CMTM5,FRMD4B,0.9165391602976416,1.0594072802700148e-05
CMTM5,GAL3ST1,0.9443264474169276,1.206663146662202e-06
CMTM5,GJB1,0.8888168166050036,4.856333227738447e-05
CMTM5,GLDN,0.904865724594386,2.1269904236012177e-05
CMTM5,GPIHBP1,0.8829527269422345,6.368091556114953e-05
CMTM5,HOXD1,0.869671810177446,0.0001119963136476
CMTM5,HSPA2,0.9620405478016985,1.5194725498837876e-07
CMTM5,ICOSLG,0.9150952833110982,1.1609110638690728e-05
CMTM5,LDB3,0.887696536795478,5.120210623768545e-05
CMTM5,LINC00639,0.9058133874535904,2.016813021531865e-05
CMTM5,LINC01978,0.9178261566676352,9.750835780528746e-06
CMTM5,LINC03002,0.8917271202826057,4.221473868825639e-05
CMTM5,LINC03013,0.9183035818366008,9.452164152087494e-06
CMTM5,LIPE,0.9109443669610668,1.4971334108818284e-05
CMTM5,LOC102723996,0.9150952833110982,1.1609110638690728e-05
CMTM5,MAG,0.912087259099455,1.3976105637346269e-05
CMTM5,MOG,0.9306513692931908,3.932229274332472e-06
CMTM5,MYRF,0.9207296931070704,8.0462374505754e-06
CMTM5,NINJ2,0.8932747457681157,3.912102848430275e-05
CMTM5,NIPAL4,0.8815602400058873,6.77723480703494e-05
CMTM5,PACC1,0.8892477408547749,4.757785560744088e-05
CMTM5,PLXNB3,0.9701435784152216,4.120307772504088e-08
CMTM5,PPP1R14A,0.9389172524474504,1.9883527062797378e-06
CMTM5,PRR18,0.9666568160126108,7.513499774989675e-08
CMTM5,RNF125,0.855319649148239,0.0001932932013671
CMTM5,RTKN,0.9453577060148476,1.090930823561379e-06
CMTM5,S1PR5,0.9491431068903462,7.404694122813021e-07
CMTM5,SH3TC2-DT,0.8776219938813917,8.049526939811987e-05
CMTM5,SLC45A3,0.862373938585948,0.0001489309130471
CMTM5,SLC6A9,0.8578255428788869,0.0001764718551412
CMTM5,SMIM5,0.8850127101455537,5.799346838902455e-05
CMTM5,SOX10,0.9143157266686102,1.218887536541948e-05
CMTM5,ST18,0.9339716317621976,3.021811992641479e-06
CMTM5,TF,0.8785068821031965,7.748250999281427e-05
CMTM5,TMEM125,0.8594958135848572,0.0001659235504901
CMTM5,TMEM63A,0.9153985275875154,1.1389685241378557e-05
CMTM5,TMEM88B,0.9454120182668568,1.0850948789689185e-06
CMTM5,TMPRSS5,0.8899048676373587,4.61060260365651e-05
CMTM5,TRIM59,0.8832299317397707,6.289057711165527e-05
CMTM5,TYMS,0.8940612976308172,3.762004773719113e-05
CMTM5,UGT8,0.8599388585284963,0.0001632117428575
CNTN2,COL4A5,0.91715880671471,1.0181037521671266e-05
CNTN2,DNAH17,0.9743701008012112,1.7941652966579767e-08
CNTN2,DOCK10,0.9017299360964418,2.5265954195522932e-05
CNTN2,ENPP2,0.9514600636689834,5.755484793806375e-07
CNTN2,ERBB3,0.907849727127268,1.7955726560480755e-05
CNTN2,EVI2A,0.8770672141855249,8.24314369252746e-05
CNTN2,FA2H,0.9868483652793738,4.683154193994372e-10
CNTN2,FFAR1,0.9692379314250792,4.847856567991272e-08
CNTN2,GAL3ST1,0.9425648209791736,1.4272719122729702e-06
CNTN2,GJB1,0.9621229953013486,1.501648702804039e-07
CNTN2,GLDN,0.9210099841874404,7.895343451577692e-06
CNTN2,GPD1,0.8662553267296409,0.0001282441574079
CNTN2,GPIHBP1,0.8610838975931725,0.0001563665535096
CNTN2,GPR62,0.936775122575942,2.393374177016769e-06
CNTN2,HAGLR,0.9122702274357756,1.3821852795782156e-05
CNTN2,HOXD1,0.9024391087498704,2.431335602796672e-05
CNTN2,HSPA2,0.9086931237225184,1.7098720057737643e-05
CNTN2,ICOSLG,0.9026844634407268,2.3990594430599787e-05
CNTN2,KLK6,0.945671807203362,1.0575291424101074e-06
CNTN2,LDB3,0.939811465742154,1.8366403547658264e-06
CNTN2,LINC00639,0.933725586027536,3.0827833021121024e-06
CNTN2,LINC01877,0.879798784431683,7.324676183356757e-05
CNTN2,LINC01978,0.8527814596633712,0.0002116092148545
CNTN2,LINC03013,0.8840913576498903,6.048459386429294e-05
CNTN2,LIPE,0.9339176562967508,3.035103078145592e-06
CNTN2,LOC102723996,0.9026844634407268,2.3990594430599787e-05
CNTN2,MAG,0.9353463975504496,2.6988294187191607e-06
CNTN2,MOG,0.939563000278542,1.8778201655478664e-06
CNTN2,MYRF,0.9471121166195272,9.148049507301832e-07
CNTN2,NINJ2,0.95799274543808,2.6321915674311244e-07
CNTN2,NIPAL4,0.9602358757044848,1.9548846176999442e-07
CNTN2,NXPH4,0.8581618430733348,0.0001743061897277
CNTN2,PACC1,0.9269365473137996,5.201435588216212e-06
CNTN2,PLXNB3,0.8762280534460766,8.543074933546026e-05
CNTN2,PPP1R14A,0.8683033665309264,0.0001182937960258
CNTN2,PRR18,0.8858266554720425,5.586180701559095e-05
CNTN2,RTKN,0.8567526721186929,0.00018352454556
CNTN2,S1PR5,0.9103741217569888,1.5488820932896014e-05
CNTN2,SH3TC2-DT,0.8708934710342701,0.0001066033793493
CNTN2,SLC45A3,0.955423907525817,3.630234767354436e-07
CNTN2,SLC5A11,0.9352424311386612,2.7222324944240754e-06
CNTN2,SLC6A9,0.9149942196786124,1.1682992178588164e-05
CNTN2,SMIM5,0.8865851486754134,5.393236495177888e-05
CNTN2,SOX10,0.8668353908928764,0.0001253605573097
CNTN2,ST18,0.9015563596946417,2.5503623113220665e-05
CNTN2,TF,0.952463057229064,5.141065546542401e-07
CNTN2,TGFA,0.9456969196436936,1.0548948972274274e-06
CNTN2,TMEM125,0.9628820949729032,1.345390248632476e-07
CNTN2,TMEM233,0.8834360191528614,6.230811148166621e-05
CNTN2,TMEM235,0.935048029389549,2.766433457792716e-06
CNTN2,TMEM63A,0.926337972001148,5.433792306290295e-06
CNTN2,TMEM88B,0.942771862527482,1.3997670337183234e-06
CNTN2,TRIM59,0.929184830153347,4.399251841232892e-06
CNTN2,TYMS,0.8999842145094157,2.7739281682750516e-05
CNTN2,UGT8,0.9302033964240878,4.070412438408092e-06
COL4A5,DNAH17,0.9317621285642396,3.6059024370356143e-06
COL4A5,DOCK10,0.8911605885861467,4.339512945647329e-05
COL4A5,ENPP2,0.9440560254182654,1.2386016072982764e-06
COL4A5,ERBB3,0.9276812022566756,4.923650535701969e-06
COL4A5,EVI2A,0.912827530434728,1.3360448305563314e-05
COL4A5,FA2H,0.9327153247620462,3.343659529892819e-06
COL4A5,FFAR1,0.8912231430705072,4.326350870598968e-05
COL4A5,FRMD4B,0.910903259434992,1.5008165946462773e-05
COL4A5,GAL3ST1,0.9203638268882874,8.246694576706065e-06
COL4A5,GIPR,0.8684220377878183,0.0001177367309439
COL4A5,GJB1,0.9186202546616248,9.258162378570391e-06
COL4A5,GLDN,0.950537757693124,6.371840601142031e-07
COL4A5,GPR62,0.8925610699021402,4.052419829619563e-05
COL4A5,HAGLR,0.9077015924347328,1.81097599375555e-05
COL4A5,HOXD1,0.9118985678829306,1.413663335487923e-05
COL4A5,HSPA2,0.9307386333341396,3.905758459341064e-06
COL4A5,ICOSLG,0.920028586012535,8.433892985590382e-06
COL4A5,KLK6,0.901801679465957,2.5168241689832817e-05
COL4A5,LDB3,0.9535897167398792,4.5155250095124246e-07
COL4A5,LINC00639,0.9108887725512912,1.5021163401334095e-05
COL4A5,LINC01877,0.8928030194233161,4.004404404188584e-05
COL4A5,LINC01978,0.9344266037123604,2.911639126012384e-06
COL4A5,LINC03002,0.9170630147319746,1.024402580482372e-05
COL4A5,LINC03013,0.9409142641952298,1.662594255905444e-06
COL4A5,LIPE,0.9169746877074276,1.0302383703556576e-05
COL4A5,LOC102723996,0.920028586012535,8.433892985590382e-06
COL4A5,LRRC63,0.8643837608149085,0.0001379111181914
COL4A5,MAG,0.8849240134232998,5.82296431140176e-05
COL4A5,MOG,0.9154845262732844,1.1328069914972883e-05
COL4A5,MYRF,0.9316945767828996,3.625100418220483e-06
COL4A5,NINJ2,0.9475613743051756,8.73636572554184e-07
COL4A5,NIPAL4,0.9206422007152708,8.093812516583582e-06
COL4A5,PACC1,0.9398542880893191,1.829617621602375e-06
COL4A5,PLD1,0.9541543008344272,4.2261765033817685e-07
COL4A5,PLXNB3,0.9091126966452544,1.668482536799284e-05
COL4A5,PPP1R14A,0.9082592449646718,1.7535384107402156e-05
COL4A5,PRR18,0.8994484837706105,2.853611629649727e-05
COL4A5,RNF125,0.8951562822958699,3.560784489028627e-05
COL4A5,RTKN,0.903307130797509,2.3186932153883227e-05
COL4A5,S1PR5,0.871245715591364,0.0001050876229446
COL4A5,SLC45A3,0.9357661448761686,2.605993160104738e-06
COL4A5,SLC5A11,0.9054044401247175,2.0637800423754057e-05
COL4A5,SLC6A9,0.9168465552617976,1.0387517586607374e-05
COL4A5,SMIM5,0.8934602459966274,3.8762779397589625e-05
COL4A5,ST18,0.902309465757266,2.448530510780157e-05
COL4A5,TF,0.9542549164953432,4.176229486891886e-07
COL4A5,TGFA,0.8921825478263046,4.1284647259683865e-05
COL4A5,TMEM125,0.9391361257636304,1.950313470919508e-06
COL4A5,TMEM235,0.8885079847763299,4.927961801273207e-05
COL4A5,TMEM63A,0.9687747911544804,5.2584308526495644e-08
COL4A5,TMEM88B,0.9039916454354732,2.2328588282245048e-05
COL4A5,TRIM59,0.9306936129764244,3.919396949961255e-06
COL4A5,TYMS,0.9234874668789764,6.658323256884712e-06
COL4A5,UGT8,0.9070156503673072,1.883695150414815e-05
COL8A2,DOCK2,0.8772694467359924,8.172138137819764e-05
COL8A2,DOCK8,0.8750679293910273,8.972041347516891e-05
COL8A2,LILRA1,0.8585638409346878,0.0001717453059597
COL8A2,TLR1,0.8915165672576536,4.265038525862061e-05
COL8A2,TREM2,0.8701320058532033,0.0001099398127577
CSF1R,CSF2RA,0.8847346998723832,5.8736311875025874e-05
CSF1R,CX3CR1,0.9317170195814112,3.618713104408302e-06
CSF1R,CYBB,0.914477244287536,1.2066876436174074e-05
CSF1R,DOCK2,0.8798795983476142,7.298809441023455e-05
CSF1R,DOCK8,0.8843650807970723,5.9735725664534345e-05
CSF1R,GAL3ST4,0.92820526239586,4.735443914427809e-06
CSF1R,GPR34,0.9281524593969008,4.7541393890519074e-06
CSF1R,HPGDS,0.8815054420744658,6.79375586097603e-05
CSF1R,ITGAM,0.9319723629943124,3.546680124457101e-06
CSF1R,ITGB2,0.9352245713102532,2.7262692635548862e-06
CSF1R,KCNQ1,0.8997977103958416,2.801462696841589e-05
CSF1R,KIF18B,0.8917939755141775,4.207716103360192e-05
CSF1R,LILRA2,0.8799922379013078,7.26287810675076e-05
CSF1R,LILRB4,0.9390075395025176,1.97258906701042e-06
CSF1R,LINC01736,0.9202690720944772,8.299262127899318e-06
CSF1R,LPAR5,0.9803481042865168,4.2117777436779845e-09
CSF1R,LPCAT2,0.8862613943708066,5.474927701103966e-05
CSF1R,LST1,0.892372031340887,4.090255701649192e-05
CSF1R,LY86,0.9197676604149922,8.581954733326886e-06
CSF1R,MPEG1,0.8825854307234275,6.474035201696977e-05
CSF1R,NCKAP1L,0.944094974125942,1.23395975525071e-06
CSF1R,P2RY12,0.8519566447634112,0.0002178496564981
CSF1R,P2RY13,0.91164915927866,1.4351092710996256e-05
CSF1R,PLD4,0.9273404610491158,5.049231740220058e-06
CSF1R,PLVAP,0.8887316762785585,4.875996207573673e-05
CSF1R,PTAFR,0.8746078913084712,9.146841144439427e-05
CSF1R,PTGS1,0.9082704607815868,1.7523984357767604e-05
CSF1R,RASAL3,0.9195622024942736,8.700011747068954e-06
CSF1R,RNASE6,0.918595073400098,9.273470455721517e-06
CSF1R,SELPLG,0.9692902097824092,4.8032006886759525e-08
CSF1R,SIGLEC10,0.9182082122047432,9.511228222890834e-06
CSF1R,SIGLEC8,0.9123059636567687,1.3791885911842613e-05
CSF1R,SUSD3,0.942490274694899,1.4372817513577276e-06
CSF1R,SYK,0.9422606797143056,1.4684691023989688e-06
CSF1R,TBXAS1,0.935638097731038,2.6340351445088878e-06
CSF1R,TLR1,0.8519519039500382,0.0002178859434087
CSF1R,TLR6,0.8803660982215828,7.1446329678181e-05
CSF1R,TMEM119,0.9698220651347128,4.367625496775406e-08
CSF1R,TREM2,0.9145426569608855,1.2017749354436106e-05
CSF1R,WDFY4,0.9127985134718332,1.338416150600528e-05
CSF2RA,CX3CR1,0.8619958385543703,0.0001510803582365
CSF2RA,CYBB,0.851961744554406,0.0002178106272888
CSF2RA,DHRS9,0.9009224772425172,2.6386887033243835e-05
CSF2RA,DOCK2,0.9457380878391032,1.050587948440489e-06
CSF2RA,DOCK8,0.9219009780533172,7.430779957035808e-06
CSF2RA,EVI2B,0.9384349382396088,2.0743002669924385e-06
CSF2RA,F2RL1,0.8647594465403977,0.0001359254547703
CSF2RA,GAL3ST4,0.868266222775118,0.0001184685877391
CSF2RA,GPR34,0.9437105720654266,1.2803951713670503e-06
CSF2RA,IGSF6,0.8743617898394684,9.241464026630331e-05
CSF2RA,ITGAL,0.8526330638603712,0.0002127213255507
CSF2RA,ITGAM,0.8925763812021573,4.049367634094601e-05
CSF2RA,ITGB2,0.9005711311467113,2.688695292051397e-05
CSF2RA,KIF18B,0.903049457242546,2.3516835010969487e-05
CSF2RA,LILRA2,0.8969567343786753,3.248785335691933e-05
CSF2RA,LILRB4,0.952475596672706,5.133736125795195e-07
CSF2RA,LINC00323,0.8652582598245203,0.000133324345672
CSF2RA,LINC01736,0.9414390757019528,1.5845987031102467e-06
CSF2RA,LPAR5,0.8941919650696944,3.737523831486785e-05
CSF2RA,LPCAT2,0.9319855280029316,3.542997931277295e-06
CSF2RA,LST1,0.8896686144975934,4.663091583778025e-05
CSF2RA,LY86,0.9220619321071992,7.349263701312616e-06
CSF2RA,NCKAP1L,0.8945578553066696,3.669653196865298e-05
CSF2RA,NSUN7,0.9211423631179616,7.824876358472381e-06
CSF2RA,OLR1,0.9018482767058992,2.510494051352816e-05
CSF2RA,P2RY13,0.8859847419926931,5.5455174118834846e-05
CSF2RA,PARP15,0.85333330517931,0.00020751410872
CSF2RA,PIK3R5,0.9242040510864118,6.331390055947201e-06
CSF2RA,PLD4,0.92040905688605,8.221697070753932e-06
CSF2RA,PLVAP,0.8840328772989863,6.064555913604697e-05
CSF2RA,PTGS1,0.9213542089797768,7.713165045423084e-06
CSF2RA,RASAL3,0.8975076575095167,3.157840791362399e-05
CSF2RA,RNASE6,0.8870400049600681,5.280119240411319e-05
CSF2RA,SELPLG,0.9203671481315204,8.244856922880874e-06
CSF2RA,SMIM35,0.9088814048992558,1.6911976316069065e-05
CSF2RA,SUSD3,0.8700718297621391,0.0001102069962545
CSF2RA,SYK,0.8789996810341348,7.58442527515379e-05
CSF2RA,TBXAS1,0.9153135195456116,1.145085614123957e-05
CSF2RA,TLR1,0.8833804166628333,6.246483336480665e-05
CSF2RA,TLR6,0.8565110715204971,0.0001851433003713
CSF2RA,TMEM119,0.8812418294441297,6.873684086323249e-05
CSF2RA,TREM2,0.9807058869580896,3.809566324486921e-09
CSF2RA,TREML1,0.8823998773208307,6.528090895365687e-05
CSF2RA,WDFY4,0.9160676204138672,1.091735413089042e-05
CTB-1I21.1,LIPG,0.862797411001737,0.0001465525722854
CTB-1I21.1,NSUN7,0.8644574504629351,0.0001375198223643
CTB-1I21.1,RRM2,0.8596676224419383,0.0001648677044693
CX3CR1,CYBB,0.9065059579302992,1.9392371489312856e-05
CX3CR1,DOCK2,0.8583817203644334,0.0001729017422901
CX3CR1,GAL3ST4,0.9066581717051204,1.9225139209452583e-05
CX3CR1,GPR34,0.8906151304109011,4.455650293511056e-05
CX3CR1,HPGDS,0.9070716149594028,1.8776754905648583e-05
CX3CR1,IGSF6,0.8671941247090978,0.0001236033056653
CX3CR1,ITGAM,0.9437888306153912,1.270828626295603e-06
CX3CR1,ITGB2,0.8987588044883724,2.958891882619894e-05
CX3CR1,KIF18B,0.877411163672639,8.122672502545846e-05
CX3CR1,LILRA2,0.9004305862423929,2.708910976486753e-05
CX3CR1,LILRB4,0.9082705948835356,1.7523848092743543e-05
CX3CR1,LINC01736,0.85710072498768,0.0001812123943341
CX3CR1,LOC729654,0.873812500659967,9.455484061009106e-05
CX3CR1,LPAR5,0.905854097865286,2.0121849876860733e-05
CX3CR1,LPCAT2,0.8580474774326835,0.0001750402768868
CX3CR1,LY86,0.9350749927832124,2.7602683535200684e-06
CX3CR1,MPEG1,0.9247267854771638,6.101179817192983e-06
CX3CR1,NCKAP1L,0.8751895889343297,8.92626440365827e-05
CX3CR1,P2RY12,0.9619869596365316,1.5311494317673584e-07
CX3CR1,P2RY13,0.96805192215206,5.9554926423861324e-08
CX3CR1,PLD4,0.9483898619092824,8.016602056025947e-07
CX3CR1,PTGS1,0.9452122262103826,1.1066883731129243e-06
CX3CR1,RASAL3,0.8826612531423783,6.452049993577096e-05
CX3CR1,RNASE6,0.8752572187149996,8.900898212723297e-05
CX3CR1,SELPLG,0.9677323619165636,6.286712324824479e-08
CX3CR1,SMIM35,0.8921767352657657,4.129641332200484e-05
CX3CR1,SUSD3,0.95689591353652,3.026657290966644e-07
CX3CR1,TLR1,0.8994090518380196,2.8595485764940116e-05
CX3CR1,TLR6,0.86943097863093,0.0001130847161677
CX3CR1,TMEM119,0.8677101840204712,0.0001211099604243
CX3CR1,TREM2,0.8850635949679339,5.785832328895447e-05
CX3CR1,WDFY4,0.9039035441134442,2.2437605910739177e-05
CYBB,DOCK2,0.9248165075778751,6.062355591934039e-06
CYBB,DOCK8,0.8737039167291337,9.498257129683096e-05
CYBB,GPR34,0.9005590934067662,2.6904220101134423e-05
CYBB,HPGDS,0.9293602782382214,4.341129006855351e-06
CYBB,IGSF6,0.8854460280824569,5.685067691107809e-05
CYBB,ITGAM,0.9564451612714172,3.202086172834712e-07
CYBB,ITGB2,0.925980049660682,5.576690843453407e-06
CYBB,KIF18B,0.8648848464964193,0.0001352677659459
CYBB,LILRB4,0.87672875633841,8.363083171279069e-05
CYBB,LINC01736,0.8918190158026688,4.202572476805116e-05
CYBB,LPAR5,0.9374478468624626,2.2595873423714417e-06
CYBB,LPCAT2,0.8506949419951121,0.0002276781324839
CYBB,LST1,0.8960548050860516,3.402207139720616e-05
CYBB,LY86,0.9354502280381112,2.6756197420270005e-06
CYBB,MPEG1,0.9201503257374322,8.365521120936548e-06
CYBB,NCKAP1L,0.9344804681579694,2.898813871878469e-06
CYBB,P2RY12,0.9158879848598834,1.1042582660871674e-05
CYBB,P2RY13,0.9123500326574724,1.3755003638275492e-05
CYBB,PLD4,0.922547353388244,7.107780952727168e-06
CYBB,PTGS1,0.902128963998214,2.4726337384239605e-05
CYBB,RASAL3,0.9053888833235152,2.0655839455587933e-05
CYBB,RNASE6,0.9553709048074188,3.653663901473858e-07
CYBB,SELPLG,0.9076334565065076,1.8180965365218013e-05
CYBB,SMIM35,0.860795512040927,0.0001580685691837
CYBB,STAC,0.856518104176308,0.000185096020485
CYBB,SUSD3,0.8883038502427825,4.975770966963113e-05
CYBB,TLR1,0.9051165318363008,2.0973708787740797e-05
CYBB,TLR6,0.8924366893740338,4.077282688162978e-05
CYBB,TNFAIP8L2,0.900163768496875,2.7476257226522264e-05
CYBB,TREM2,0.8988491549846807,2.944924779875227e-05
CYBB,WDFY4,0.913359703836172,1.2931517042609248e-05
DEPDC7,DOCK10,0.8544693214382416,0.0001992826635234
DEPDC7,ENPP2,0.8821440342555754,6.603215928657789e-05
DEPDC7,EVI2A,0.850454919989051,0.0002295871803437
DEPDC7,EVI2B,0.8961320614179322,3.3888419219086865e-05
DEPDC7,FA2H,0.8521889889114427,0.0002160771450727
DEPDC7,GIPR,0.8622350904105953,0.0001497173913425
DEPDC7,GJB1,0.8605332926356415,0.0001596289506715
DEPDC7,GPD1,0.8685371194537983,0.0001171985196316
DEPDC7,GPR62,0.869848375507151,0.0001112036841331
DEPDC7,HAGLR,0.8972056838773051,3.207432535408919e-05
DEPDC7,KLK6,0.8890513189938668,4.802504094422745e-05
DEPDC7,NINJ2,0.8772194819439108,8.189635488428573e-05
DEPDC7,NIPAL4,0.8780483561675423,7.903215717688056e-05
DEPDC7,OLR1,0.8565109554103882,0.0001851440810494
DEPDC7,PACC1,0.8797813097404826,7.330279085426125e-05
DEPDC7,PTPRH,0.8918139547992354,4.203611670701286e-05
DEPDC7,SLC45A3,0.8592958465820202,0.0001671592235674
DEPDC7,TF,0.8799080012869587,7.289735683250715e-05
DEPDC7,TGFA,0.8875070160419396,5.1659669569743727e-05
DEPDC7,TMEM235,0.8712830627763845,0.0001049279285175
DEPDC7,TMEM255A,0.8725120455038383,9.978009136343462e-05
DEPDC7,TREML1,0.8531029164835862,0.000209216019574
DEPDC7,TRIM59,0.8748245532553589,9.064180347171588e-05
DEPDC7,UGT8,0.9144001250759998,1.2125003372914742e-05
DEPDC7,ZNF300,0.926482321807108,5.377005577388912e-06
DHRS9,DOCK2,0.8788786905946957,7.624387922056782e-05
